source,condition,architecture,prompt_level,conversation_no,topic,topic_key,n_words,n_bins,n_microchunks,route_representation,n_sampled_word_occurrences,n_unique_sampled_words,sampled_unique_coverage,sampled_overlap_rate,status,topic_pool_size,nearest_sibling_no,nearest_sibling_similarity
SB,SB,SB,SB,3085,Child Care,child care,1681,8,8,landmarks,160,160,0.09518143961927424,0.0,eligible,28,3451,0.2646074510777736
SB,SB,SB,SB,3087,Music,music,1611,8,8,landmarks,160,160,0.09931719428926133,0.0,eligible,25,2020,0.30404986079514185
SB,SB,SB,SB,3088,Drug Testing,drug testing,1344,8,8,landmarks,160,160,0.11904761904761904,0.0,eligible,27,3662,0.25659131577995553
SB,SB,SB,SB,3090,Family Finance,family finance,1617,8,8,landmarks,160,160,0.09894867037724181,0.0,eligible,28,4868,0.3083777519094242
SB,SB,SB,SB,3092,Job Benefits,job benefits,1405,8,8,landmarks,160,160,0.11387900355871886,0.0,eligible,26,2982,0.2152981973359872
SB,SB,SB,SB,3095,Trial By Jury,trial by jury,1072,8,8,landmarks,160,160,0.14925373134328357,0.0,eligible,31,4370,0.2960301543282303
SB,SB,SB,SB,3099,Child Care,child care,1691,8,8,landmarks,160,160,0.09461856889414548,0.0,eligible,28,3208,0.28007344035939286
SB,SB,SB,SB,3105,Capital Punishment,capital punishment,1398,8,8,landmarks,160,160,0.11444921316165951,0.0,eligible,32,2546,0.2942949173501809
SB,SB,SB,SB,3107,Job Benefits,job benefits,1374,8,8,landmarks,160,160,0.11644832605531295,0.0,eligible,26,2292,0.23241089034597462
SB,SB,SB,SB,3111,Crime,crime,1587,8,8,landmarks,160,160,0.10081915563957151,0.0,eligible,27,4608,0.28678650424779106
SB,SB,SB,SB,3113,Trial By Jury,trial by jury,1225,8,8,landmarks,160,160,0.1306122448979592,0.0,eligible,31,2380,0.3566926953271985
SB,SB,SB,SB,3118,Trial By Jury,trial by jury,1171,8,8,landmarks,160,160,0.13663535439795046,0.0,eligible,31,2749,0.29169331299789936
SB,SB,SB,SB,3121,Social Change,social change,1483,8,8,landmarks,160,160,0.1078894133513149,0.0,eligible,17,4360,0.21509265408029488
SB,SB,SB,SB,3124,Weather Climate,weather climate,1613,8,8,landmarks,160,160,0.09919404835709858,0.0,eligible,20,3596,0.3049130992565665
SB,SB,SB,SB,3130,Recycling,recycling,1535,8,8,landmarks,160,160,0.10423452768729642,0.0,eligible,35,4078,0.30269089204391286
SB,SB,SB,SB,3131,Care Of The Elderly,care of the elderly,1514,8,8,landmarks,160,160,0.10568031704095113,0.0,eligible,28,4166,0.25618358272943176
SB,SB,SB,SB,3134,Public Education,public education,1361,8,8,landmarks,160,160,0.11756061719324026,0.0,eligible,32,3841,0.3365737606965652
SB,SB,SB,SB,3135,Child Care,child care,1557,8,8,landmarks,160,160,0.10276172125883108,0.0,eligible,28,4384,0.2529520377080884
SB,SB,SB,SB,3140,Social Change,social change,1148,8,8,landmarks,160,160,0.13937282229965156,0.0,eligible,17,2826,0.203586571257516
SB,SB,SB,SB,3143,Crime,crime,1327,8,8,landmarks,160,160,0.12057272042200452,0.0,eligible,27,2689,0.30931893797707555
SB,SB,SB,SB,3148,Air Pollution,air pollution,1361,8,8,landmarks,160,160,0.11756061719324026,0.0,eligible,24,4771,0.21710406730076437
SB,SB,SB,SB,3150,Capital Punishment,capital punishment,1567,8,8,landmarks,160,160,0.1021059349074665,0.0,eligible,32,3503,0.29041902201063186
SB,SB,SB,SB,3151,Drug Testing,drug testing,1436,8,8,landmarks,160,160,0.11142061281337047,0.0,eligible,27,3662,0.27975139696089624
SB,SB,SB,SB,3152,Music,music,1317,8,8,landmarks,160,160,0.12148823082763857,0.0,eligible,25,3962,0.33093464507979964
SB,SB,SB,SB,3154,Recycling,recycling,1407,8,8,landmarks,160,160,0.11371712864250177,0.0,eligible,35,3515,0.2521951002157049
SB,SB,SB,SB,3156,Recycling,recycling,1073,8,8,landmarks,160,160,0.14911463187325255,0.0,eligible,35,2994,0.2674313939865235
SB,SB,SB,SB,3162,Trial By Jury,trial by jury,844,8,8,landmarks,160,160,0.1895734597156398,0.0,eligible,31,4064,0.3086490106108344
SB,SB,SB,SB,3168,Drug Testing,drug testing,988,8,8,landmarks,160,160,0.16194331983805668,0.0,eligible,27,3174,0.2566316986665561
SB,SB,SB,SB,3173,Buying A Car,buying a car,406,8,8,landmarks,160,160,0.39408866995073893,0.0,eligible,34,2702,0.3548073797368505
SB,SB,SB,SB,3174,Drug Testing,drug testing,1021,8,8,landmarks,160,160,0.15670910871694418,0.0,eligible,27,3660,0.2739438500220467
SB,SB,SB,SB,3185,Weather Climate,weather climate,1190,8,8,landmarks,160,160,0.13445378151260504,0.0,eligible,20,2330,0.30651659392953623
SB,SB,SB,SB,3187,Care Of The Elderly,care of the elderly,801,8,8,landmarks,160,160,0.19975031210986266,0.0,eligible,28,4366,0.2450701236912951
SB,SB,SB,SB,3191,Care Of The Elderly,care of the elderly,927,8,8,landmarks,160,160,0.1725997842502697,0.0,eligible,28,3310,0.2431550350601167
SB,SB,SB,SB,3194,Recycling,recycling,967,8,8,landmarks,160,160,0.1654601861427094,0.0,eligible,35,3659,0.27254042820151236
SB,SB,SB,SB,3195,Family Finance,family finance,957,8,8,landmarks,160,160,0.1671891327063741,0.0,eligible,28,2782,0.2763527532782242
SB,SB,SB,SB,3200,Family Finance,family finance,1291,8,8,landmarks,160,160,0.12393493415956623,0.0,eligible,28,2884,0.3484885499369851
SB,SB,SB,SB,3201,Recycling,recycling,922,8,8,landmarks,160,160,0.1735357917570499,0.0,eligible,35,4175,0.3161308823853476
SB,SB,SB,SB,3204,Care Of The Elderly,care of the elderly,959,8,8,landmarks,160,160,0.16684045881126172,0.0,eligible,28,4646,0.2895885648880481
SB,SB,SB,SB,3207,Care Of The Elderly,care of the elderly,1064,8,8,landmarks,160,160,0.15037593984962405,0.0,eligible,28,4646,0.2689036971817669
SB,SB,SB,SB,3208,Child Care,child care,427,8,8,landmarks,160,160,0.3747072599531616,0.0,eligible,28,3099,0.28007344035939286
SB,SB,SB,SB,3215,Weather Climate,weather climate,665,8,8,landmarks,160,160,0.24060150375939848,0.0,eligible,20,2450,0.3018185591738026
SB,SB,SB,SB,3216,Public Education,public education,828,8,8,landmarks,160,160,0.1932367149758454,0.0,eligible,32,3841,0.30519627529947513
SB,SB,SB,SB,3227,Music,music,722,8,8,landmarks,160,160,0.22160664819944598,0.0,eligible,25,3036,0.32455841920602424
SB,SB,SB,SB,3230,Music,music,415,8,8,landmarks,160,160,0.3855421686746988,0.0,eligible,25,2387,0.2893716333665797
SB,SB,SB,SB,3236,Recycling,recycling,956,8,8,landmarks,160,160,0.16736401673640167,0.0,eligible,35,2299,0.2932721699020787
SB,SB,SB,SB,3242,Drug Testing,drug testing,1016,8,8,landmarks,160,160,0.15748031496062992,0.0,eligible,27,4774,0.22709235026134367
SB,SB,SB,SB,3244,Air Pollution,air pollution,959,8,8,landmarks,160,160,0.16684045881126172,0.0,eligible,24,2262,0.2489197654432127
SB,SB,SB,SB,3246,Public Education,public education,993,8,8,landmarks,160,160,0.16112789526686808,0.0,eligible,32,3433,0.2969898841355997
SB,SB,SB,SB,3247,Capital Punishment,capital punishment,736,8,8,landmarks,160,160,0.21739130434782608,0.0,eligible,32,3283,0.31662038537800097
SB,SB,SB,SB,3255,Air Pollution,air pollution,1110,8,8,landmarks,160,160,0.14414414414414414,0.0,eligible,24,3797,0.22610242421485582
SB,SB,SB,SB,3256,Capital Punishment,capital punishment,891,8,8,landmarks,160,160,0.17957351290684623,0.0,eligible,32,2717,0.22143347073350783
SB,SB,SB,SB,3265,Buying A Car,buying a car,864,8,8,landmarks,160,160,0.18518518518518517,0.0,eligible,34,3411,0.2745250258264622
SB,SB,SB,SB,3266,Child Care,child care,1035,8,8,landmarks,160,160,0.15458937198067632,0.0,eligible,28,3208,0.27517229930316645
SB,SB,SB,SB,3267,News Media,news media,259,8,8,landmarks,160,160,0.6177606177606177,0.0,eligible,31,4660,0.3687630371595011
SB,SB,SB,SB,3269,Football,football,1079,8,8,landmarks,160,160,0.14828544949026876,0.0,eligible,11,2521,0.22425524632621707
SB,SB,SB,SB,3272,Soviet Union,soviet union,606,8,8,landmarks,160,160,0.264026402640264,0.0,eligible,8,2323,0.2639269636831345
SB,SB,SB,SB,3280,News Media,news media,1058,8,8,landmarks,160,160,0.15122873345935728,0.0,eligible,31,4630,0.2676949407599868
SB,SB,SB,SB,3283,Capital Punishment,capital punishment,817,8,8,landmarks,160,160,0.19583843329253367,0.0,eligible,32,3247,0.31662038537800097
SB,SB,SB,SB,3309,Taxes,taxes,849,8,8,landmarks,160,160,0.18845700824499412,0.0,eligible,26,3328,0.28767903199462197
SB,SB,SB,SB,3310,Care Of The Elderly,care of the elderly,930,8,8,landmarks,160,160,0.17204301075268819,0.0,eligible,28,4108,0.2756677707538032
SB,SB,SB,SB,3313,Crime,crime,852,8,8,landmarks,160,160,0.18779342723004694,0.0,eligible,27,2689,0.24039990358320606
SB,SB,SB,SB,3320,Crime,crime,968,8,8,landmarks,160,160,0.1652892561983471,0.0,eligible,27,4320,0.25567105289688496
SB,SB,SB,SB,3328,Taxes,taxes,789,8,8,landmarks,160,160,0.20278833967046894,0.0,eligible,26,3417,0.2903392541741081
SB,SB,SB,SB,3331,Public Education,public education,583,8,8,landmarks,160,160,0.274442538593482,0.0,eligible,32,2632,0.3032237064418172
SB,SB,SB,SB,3333,Crime,crime,1061,8,8,landmarks,160,160,0.15080113100848255,0.0,eligible,27,3495,0.2338929509939014
SB,SB,SB,SB,3340,Drug Testing,drug testing,1002,8,8,landmarks,160,160,0.1596806387225549,0.0,eligible,27,3662,0.22321113482713573
SB,SB,SB,SB,3345,News Media,news media,939,8,8,landmarks,160,160,0.1703940362087327,0.0,eligible,31,4072,0.30181933410861506
SB,SB,SB,SB,3355,Music,music,901,8,8,landmarks,160,160,0.17758046614872364,0.0,eligible,25,2387,0.2961070327111679
SB,SB,SB,SB,3360,Taxes,taxes,765,8,8,landmarks,160,160,0.20915032679738563,0.0,eligible,26,4681,0.33976451419235854
SB,SB,SB,SB,3361,Care Of The Elderly,care of the elderly,959,8,8,landmarks,160,160,0.16684045881126172,0.0,eligible,28,3191,0.22339458119213373
SB,SB,SB,SB,3363,Buying A Car,buying a car,1192,8,8,landmarks,160,160,0.1342281879194631,0.0,eligible,34,3411,0.3035069167660792
SB,SB,SB,SB,3367,Capital Punishment,capital punishment,807,8,8,landmarks,160,160,0.1982651796778191,0.0,eligible,32,4341,0.2376577063618589
SB,SB,SB,SB,3372,Drug Testing,drug testing,906,8,8,landmarks,160,160,0.17660044150110377,0.0,eligible,27,2184,0.2186161721861336
SB,SB,SB,SB,3375,Public Education,public education,937,8,8,landmarks,160,160,0.17075773745997866,0.0,eligible,32,2383,0.2619310153356764
SB,SB,SB,SB,3379,Soviet Union,soviet union,962,8,8,landmarks,160,160,0.16632016632016633,0.0,eligible,8,2104,0.2834929336804505
SB,SB,SB,SB,3381,Crime,crime,850,8,8,landmarks,160,160,0.18823529411764706,0.0,eligible,27,4340,0.27084456047442096
SB,SB,SB,SB,3386,Buying A Car,buying a car,750,8,8,landmarks,160,160,0.21333333333333335,0.0,eligible,34,3513,0.28419322062597496
SB,SB,SB,SB,3389,Football,football,977,8,8,landmarks,160,160,0.16376663254861823,0.0,eligible,11,3638,0.2650016122720358
SB,SB,SB,SB,3393,Weather Climate,weather climate,954,8,8,landmarks,160,160,0.16771488469601678,0.0,eligible,20,3596,0.31079199328067064
SB,SB,SB,SB,3397,Football,football,669,8,8,landmarks,160,160,0.23916292974588937,0.0,eligible,11,4363,0.20106121918960174
SB,SB,SB,SB,3399,Social Change,social change,761,8,8,landmarks,160,160,0.2102496714848883,0.0,eligible,17,2957,0.20073205383754844
SB,SB,SB,SB,3402,News Media,news media,918,8,8,landmarks,160,160,0.17429193899782136,0.0,eligible,31,2888,0.3176111057736052
SB,SB,SB,SB,3406,Air Pollution,air pollution,871,8,8,landmarks,160,160,0.18369690011481057,0.0,eligible,24,3887,0.2964261266273538
SB,SB,SB,SB,3411,Buying A Car,buying a car,902,8,8,landmarks,160,160,0.17738359201773837,0.0,eligible,34,3173,0.3211148768998976
SB,SB,SB,SB,3414,Recycling,recycling,1025,8,8,landmarks,160,160,0.15609756097560976,0.0,eligible,35,4829,0.26391564719305494
SB,SB,SB,SB,3417,Taxes,taxes,790,8,8,landmarks,160,160,0.20253164556962025,0.0,eligible,26,3328,0.2903392541741081
SB,SB,SB,SB,3420,Child Care,child care,963,8,8,landmarks,160,160,0.16614745586708204,0.0,eligible,28,3004,0.26550333144606086
SB,SB,SB,SB,3427,Buying A Car,buying a car,1022,8,8,landmarks,160,160,0.15655577299412915,0.0,eligible,34,2071,0.3080731937628741
SB,SB,SB,SB,3429,Social Change,social change,862,8,8,landmarks,160,160,0.18561484918793503,0.0,eligible,17,2379,0.2310843944176052
SB,SB,SB,SB,3433,Public Education,public education,956,8,8,landmarks,160,160,0.16736401673640167,0.0,eligible,32,3246,0.2969898841355997
SB,SB,SB,SB,3451,Child Care,child care,1053,8,8,landmarks,160,160,0.15194681861348527,0.0,eligible,28,3085,0.2646074510777736
SB,SB,SB,SB,3453,Buying A Car,buying a car,1051,8,8,landmarks,160,160,0.1522359657469077,0.0,eligible,34,4002,0.24447417203816568
SB,SB,SB,SB,3454,Social Change,social change,953,8,8,landmarks,160,160,0.16789087093389296,0.0,eligible,17,2819,0.2692857006150726
SB,SB,SB,SB,3489,Recycling,recycling,941,8,8,landmarks,160,160,0.17003188097768332,0.0,eligible,35,3515,0.3208943131630577
SB,SB,SB,SB,3495,Crime,crime,913,8,8,landmarks,160,160,0.17524644030668127,0.0,eligible,27,3143,0.2677492696157642
SB,SB,SB,SB,3497,Weather Climate,weather climate,899,8,8,landmarks,160,160,0.17797552836484984,0.0,eligible,20,3596,0.3002961168902806
SB,SB,SB,SB,3503,Capital Punishment,capital punishment,1131,8,8,landmarks,160,160,0.14146772767462423,0.0,eligible,32,4341,0.3235329478501252
SB,SB,SB,SB,3508,Recycling,recycling,1089,8,8,landmarks,160,160,0.14692378328741965,0.0,eligible,35,4078,0.2707476192470084
SB,SB,SB,SB,3509,Capital Punishment,capital punishment,1007,8,8,landmarks,160,160,0.15888778550148958,0.0,eligible,32,4341,0.312013080358841
SB,SB,SB,SB,3513,Buying A Car,buying a car,825,8,8,landmarks,160,160,0.19393939393939394,0.0,eligible,34,3550,0.31545703685994964
SB,SB,SB,SB,3515,Recycling,recycling,902,8,8,landmarks,160,160,0.17738359201773837,0.0,eligible,35,2672,0.36223834761132134
SB,SB,SB,SB,3521,News Media,news media,984,8,8,landmarks,160,160,0.16260162601626016,0.0,eligible,31,3267,0.3225366595228445
SB,SB,SB,SB,3541,Taxes,taxes,837,8,8,landmarks,160,160,0.1911589008363202,0.0,eligible,26,4840,0.30676177377757163
SB,SB,SB,SB,3543,Capital Punishment,capital punishment,848,8,8,landmarks,160,160,0.18867924528301888,0.0,eligible,32,4341,0.3059161385510425
SB,SB,SB,SB,3550,Buying A Car,buying a car,1155,8,8,landmarks,160,160,0.13852813852813853,0.0,eligible,34,3513,0.31545703685994964
SB,SB,SB,SB,3551,Public Education,public education,957,8,8,landmarks,160,160,0.1671891327063741,0.0,eligible,32,2744,0.23462210714607568
SB,SB,SB,SB,3569,News Media,news media,821,8,8,landmarks,160,160,0.19488428745432398,0.0,eligible,31,3345,0.28837788665591346
SB,SB,SB,SB,3573,Buying A Car,buying a car,993,8,8,landmarks,160,160,0.16112789526686808,0.0,eligible,34,2439,0.2814108689329834
SB,SB,SB,SB,3574,Air Pollution,air pollution,839,8,8,landmarks,160,160,0.1907032181168057,0.0,eligible,24,4771,0.2973780159320947
SB,SB,SB,SB,3591,Care Of The Elderly,care of the elderly,842,8,8,landmarks,160,160,0.19002375296912113,0.0,eligible,28,4108,0.2521629214225788
SB,SB,SB,SB,3596,Weather Climate,weather climate,1026,8,8,landmarks,160,160,0.15594541910331383,0.0,eligible,20,2950,0.33384695528845165
SB,SB,SB,SB,3597,Social Change,social change,902,8,8,landmarks,160,160,0.17738359201773837,0.0,eligible,17,4360,0.2323667253814221
SB,SB,SB,SB,3624,Music,music,1062,8,8,landmarks,160,160,0.15065913370998116,0.0,eligible,25,3994,0.25795967387500063
SB,SB,SB,SB,3638,Football,football,830,8,8,landmarks,160,160,0.1927710843373494,0.0,eligible,11,2521,0.26630776540395784
SB,SB,SB,SB,3639,Buying A Car,buying a car,962,8,8,landmarks,160,160,0.16632016632016633,0.0,eligible,34,3550,0.24374402838395115
SB,SB,SB,SB,3646,Public Education,public education,959,8,8,landmarks,160,160,0.16684045881126172,0.0,eligible,32,3246,0.2577288349676985
SB,SB,SB,SB,3647,Job Benefits,job benefits,941,8,8,landmarks,160,160,0.17003188097768332,0.0,eligible,26,2982,0.2660297159633672
SB,SB,SB,SB,3655,Child Care,child care,861,8,8,landmarks,160,160,0.18583042973286876,0.0,eligible,28,4384,0.2994826372818813
SB,SB,SB,SB,3659,Recycling,recycling,1127,8,8,landmarks,160,160,0.1419698314108252,0.0,eligible,35,3736,0.27678402883136066
SB,SB,SB,SB,3660,Drug Testing,drug testing,969,8,8,landmarks,160,160,0.1651186790505676,0.0,eligible,27,3174,0.2739438500220467
SB,SB,SB,SB,3662,Drug Testing,drug testing,954,8,8,landmarks,160,160,0.16771488469601678,0.0,eligible,27,2314,0.2971927968094964
SB,SB,SB,SB,3663,Weather Climate,weather climate,937,8,8,landmarks,160,160,0.17075773745997866,0.0,eligible,20,3185,0.2839009212270558
SB,SB,SB,SB,3675,Family Finance,family finance,843,8,8,landmarks,160,160,0.18979833926453143,0.0,eligible,28,2022,0.2636630480273713
SB,SB,SB,SB,3693,Child Care,child care,1092,8,8,landmarks,160,160,0.14652014652014653,0.0,eligible,28,3099,0.24289962341659832
SB,SB,SB,SB,3694,Air Pollution,air pollution,937,8,8,landmarks,160,160,0.17075773745997866,0.0,eligible,24,2998,0.2599327276229295
SB,SB,SB,SB,3728,News Media,news media,970,8,8,landmarks,160,160,0.16494845360824742,0.0,eligible,31,3267,0.28804189905169353
SB,SB,SB,SB,3736,Recycling,recycling,1073,8,8,landmarks,160,160,0.14911463187325255,0.0,eligible,35,3659,0.27678402883136066
SB,SB,SB,SB,3738,Social Change,social change,934,8,8,landmarks,160,160,0.17130620985010706,0.0,eligible,17,3454,0.263775188054985
SB,SB,SB,SB,3745,Public Education,public education,953,8,8,landmarks,160,160,0.16789087093389296,0.0,eligible,32,3331,0.2711465697446034
SB,SB,SB,SB,3747,Music,music,736,8,8,landmarks,160,160,0.21739130434782608,0.0,eligible,25,3962,0.3498525524361803
SB,SB,SB,SB,3770,Care Of The Elderly,care of the elderly,833,8,8,landmarks,160,160,0.19207683073229292,0.0,eligible,28,4166,0.32119124743639227
SB,SB,SB,SB,3774,Crime,crime,936,8,8,landmarks,160,160,0.17094017094017094,0.0,eligible,27,3801,0.26217982387847516
SB,SB,SB,SB,3776,Public Education,public education,845,8,8,landmarks,160,160,0.1893491124260355,0.0,eligible,32,3216,0.24370852169723833
SB,SB,SB,SB,3784,Capital Punishment,capital punishment,787,8,8,landmarks,160,160,0.20330368487928843,0.0,eligible,32,4341,0.22271600348971565
SB,SB,SB,SB,3797,Air Pollution,air pollution,902,8,8,landmarks,160,160,0.17738359201773837,0.0,eligible,24,3887,0.2525795899031694
SB,SB,SB,SB,3801,Crime,crime,851,8,8,landmarks,160,160,0.18801410105757932,0.0,eligible,27,2285,0.30317776086014836
SB,SB,SB,SB,3805,Taxes,taxes,1036,8,8,landmarks,160,160,0.15444015444015444,0.0,eligible,26,3077,0.20525536622876173
SB,SB,SB,SB,3810,Music,music,956,8,8,landmarks,160,160,0.16736401673640167,0.0,eligible,25,2366,0.231621529832168
SB,SB,SB,SB,3811,Child Care,child care,928,8,8,landmarks,160,160,0.1724137931034483,0.0,eligible,28,2566,0.28194225030519826
SB,SB,SB,SB,3813,Family Finance,family finance,950,8,8,landmarks,160,160,0.16842105263157894,0.0,eligible,28,4675,0.2497957078204478
SB,SB,SB,SB,3815,Buying A Car,buying a car,858,8,8,landmarks,160,160,0.1864801864801865,0.0,eligible,34,4917,0.27132775378547147
SB,SB,SB,SB,3828,Crime,crime,966,8,8,landmarks,160,160,0.16563146997929606,0.0,eligible,27,3320,0.24002450296207645
SB,SB,SB,SB,3830,Job Benefits,job benefits,1011,8,8,landmarks,160,160,0.1582591493570722,0.0,eligible,26,4158,0.2697100763941145
SB,SB,SB,SB,3841,Public Education,public education,980,8,8,landmarks,160,160,0.16326530612244897,0.0,eligible,32,3134,0.3365737606965652
SB,SB,SB,SB,3862,Care Of The Elderly,care of the elderly,708,8,8,landmarks,160,160,0.22598870056497175,0.0,eligible,28,3591,0.24946316310238215
SB,SB,SB,SB,3876,Recycling,recycling,1157,8,8,landmarks,160,160,0.13828867761452032,0.0,eligible,35,3515,0.3011237599505002
SB,SB,SB,SB,3887,Air Pollution,air pollution,937,8,8,landmarks,160,160,0.17075773745997866,0.0,eligible,24,2006,0.30452017820017474
SB,SB,SB,SB,3902,Care Of The Elderly,care of the elderly,1029,8,8,landmarks,160,160,0.1554907677356657,0.0,eligible,28,3946,0.24499996751625075
SB,SB,SB,SB,3926,Trial By Jury,trial by jury,1029,8,8,landmarks,160,160,0.1554907677356657,0.0,eligible,31,4064,0.2982745147667629
SB,SB,SB,SB,3936,Weather Climate,weather climate,920,8,8,landmarks,160,160,0.17391304347826086,0.0,eligible,20,3042,0.2806361611982674
SB,SB,SB,SB,3946,Care Of The Elderly,care of the elderly,1015,8,8,landmarks,160,160,0.15763546798029557,0.0,eligible,28,4166,0.2632809648552715
SB,SB,SB,SB,3962,Music,music,865,8,8,landmarks,160,160,0.18497109826589594,0.0,eligible,25,3747,0.3498525524361803
SB,SB,SB,SB,3985,Job Benefits,job benefits,973,8,8,landmarks,160,160,0.1644398766700925,0.0,eligible,26,4628,0.28693466319582495
SB,SB,SB,SB,3988,Music,music,981,8,8,landmarks,160,160,0.16309887869520898,0.0,eligible,25,4092,0.3194473070479227
SB,SB,SB,SB,3994,Music,music,958,8,8,landmarks,160,160,0.16701461377870563,0.0,eligible,25,3747,0.26440452148945615
SB,SB,SB,SB,4002,Buying A Car,buying a car,689,8,8,landmarks,160,160,0.23222060957910015,0.0,eligible,34,2336,0.25174890860180876
SB,SB,SB,SB,4023,Crime,crime,969,8,8,landmarks,160,160,0.1651186790505676,0.0,eligible,27,4336,0.3191736829016123
SB,SB,SB,SB,4028,Job Benefits,job benefits,926,8,8,landmarks,160,160,0.17278617710583152,0.0,eligible,26,2982,0.2661018646529173
SB,SB,SB,SB,4033,News Media,news media,1112,8,8,landmarks,160,160,0.14388489208633093,0.0,eligible,31,4660,0.27453299759126704
SB,SB,SB,SB,4036,Trial By Jury,trial by jury,958,8,8,landmarks,160,160,0.16701461377870563,0.0,eligible,31,4148,0.308079671568831
SB,SB,SB,SB,4037,Capital Punishment,capital punishment,993,8,8,landmarks,160,160,0.16112789526686808,0.0,eligible,32,4341,0.29559829387297765
SB,SB,SB,SB,4038,Trial By Jury,trial by jury,946,8,8,landmarks,160,160,0.16913319238900634,0.0,eligible,31,4148,0.30727832743745376
SB,SB,SB,SB,4048,Drug Testing,drug testing,984,8,8,landmarks,160,160,0.16260162601626016,0.0,eligible,27,4703,0.30546810347430464
SB,SB,SB,SB,4049,Drug Testing,drug testing,1065,8,8,landmarks,160,160,0.15023474178403756,0.0,eligible,27,4605,0.2711192156948623
SB,SB,SB,SB,4051,Air Pollution,air pollution,792,8,8,landmarks,160,160,0.20202020202020202,0.0,eligible,24,2752,0.20243207385527295
SB,SB,SB,SB,4056,Job Benefits,job benefits,996,8,8,landmarks,160,160,0.1606425702811245,0.0,eligible,26,3830,0.23103540485687435
SB,SB,SB,SB,4060,Job Benefits,job benefits,847,8,8,landmarks,160,160,0.18890200708382526,0.0,eligible,26,4628,0.21846780065121663
SB,SB,SB,SB,4064,Trial By Jury,trial by jury,789,8,8,landmarks,160,160,0.20278833967046894,0.0,eligible,31,4679,0.3370378681700541
SB,SB,SB,SB,4071,Taxes,taxes,915,8,8,landmarks,160,160,0.17486338797814208,0.0,eligible,26,4840,0.2905234042761622
SB,SB,SB,SB,4072,News Media,news media,925,8,8,landmarks,160,160,0.17297297297297298,0.0,eligible,31,3345,0.30181933410861506
SB,SB,SB,SB,4078,Recycling,recycling,1073,8,8,landmarks,160,160,0.14911463187325255,0.0,eligible,35,3130,0.30269089204391286
SB,SB,SB,SB,4079,Family Finance,family finance,1063,8,8,landmarks,160,160,0.15051740357478832,0.0,eligible,28,2782,0.2709910167257936
SB,SB,SB,SB,4082,News Media,news media,965,8,8,landmarks,160,160,0.16580310880829016,0.0,eligible,31,2395,0.3278060410008474
SB,SB,SB,SB,4090,Family Finance,family finance,846,8,8,landmarks,160,160,0.18912529550827423,0.0,eligible,28,4379,0.2972272562052496
SB,SB,SB,SB,4092,Music,music,920,8,8,landmarks,160,160,0.17391304347826086,0.0,eligible,25,3988,0.3194473070479227
SB,SB,SB,SB,4096,Recycling,recycling,839,8,8,landmarks,160,160,0.1907032181168057,0.0,eligible,35,2994,0.2756933313024361
SB,SB,SB,SB,4101,Recycling,recycling,805,8,8,landmarks,160,160,0.19875776397515527,0.0,eligible,35,2876,0.28828739875308984
SB,SB,SB,SB,4102,Care Of The Elderly,care of the elderly,867,8,8,landmarks,160,160,0.1845444059976932,0.0,eligible,28,4366,0.2675489324462088
SB,SB,SB,SB,4103,Family Finance,family finance,878,8,8,landmarks,160,160,0.18223234624145787,0.0,eligible,28,4615,0.27254366635281346
SB,SB,SB,SB,4104,Family Finance,family finance,881,8,8,landmarks,160,160,0.18161180476730987,0.0,eligible,28,3200,0.2577236333933439
SB,SB,SB,SB,4108,Care Of The Elderly,care of the elderly,916,8,8,landmarks,160,160,0.17467248908296942,0.0,eligible,28,4655,0.2829259064492542
SB,SB,SB,SB,4109,Job Benefits,job benefits,904,8,8,landmarks,160,160,0.17699115044247787,0.0,eligible,26,2062,0.2208947585265748
SB,SB,SB,SB,4114,Air Pollution,air pollution,1037,8,8,landmarks,160,160,0.15429122468659595,0.0,eligible,24,3797,0.22390753374532402
SB,SB,SB,SB,4123,News Media,news media,959,8,8,landmarks,160,160,0.16684045881126172,0.0,eligible,31,4082,0.3093867297518682
SB,SB,SB,SB,4127,Family Finance,family finance,914,8,8,landmarks,160,160,0.175054704595186,0.0,eligible,28,4675,0.23846100461173203
SB,SB,SB,SB,4129,Capital Punishment,capital punishment,931,8,8,landmarks,160,160,0.17185821697099893,0.0,eligible,32,3247,0.285994556134211
SB,SB,SB,SB,4133,Capital Punishment,capital punishment,1079,8,8,landmarks,160,160,0.14828544949026876,0.0,eligible,32,4341,0.2758110360197007
SB,SB,SB,SB,4137,Buying A Car,buying a car,978,8,8,landmarks,160,160,0.16359918200409,0.0,eligible,34,4917,0.26966541187971815
SB,SB,SB,SB,4138,Taxes,taxes,883,8,8,landmarks,160,160,0.1812004530011325,0.0,eligible,26,3360,0.320400903373003
SB,SB,SB,SB,4148,Trial By Jury,trial by jury,896,8,8,landmarks,160,160,0.17857142857142858,0.0,eligible,31,4697,0.31734221133254437
SB,SB,SB,SB,4149,Family Finance,family finance,963,8,8,landmarks,160,160,0.16614745586708204,0.0,eligible,28,4868,0.2763320999932888
SB,SB,SB,SB,4151,Capital Punishment,capital punishment,822,8,8,landmarks,160,160,0.19464720194647203,0.0,eligible,32,4341,0.24584337858621907
SB,SB,SB,SB,4152,Trial By Jury,trial by jury,880,8,8,landmarks,160,160,0.18181818181818182,0.0,eligible,31,4830,0.26078065255609506
